StudentID,Name,Gender,Age,ClassSection,SubjectStream,PreviousGrade,AttendanceRate,StudyHoursPerWeek,ExtracurricularActivities,ParentalSupport,InternetAccess,FamilyIncomeLevel,SleepHours,CommuteTimeMinutes,DisciplinaryActions,AssignmentsCompleted,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
252,Student_252,Male,15,D,Science,84.17861947054776,91.6682316928714,26.06692958148409,2,High,Yes,Low,7.543472501741214,18,0,6,76.74119518837053,24.623714288195114,95.26477231972164,True
253,Student_253,Male,16,C,Science,96.22156197012632,69.05011485942836,8.292945859690647,1,High,No,Middle,7.340228633881066,10,0,13,74.63569571100996,7.707233364274812,66.32198911684112,True
254,Student_254,Female,16,D,Arts,85.32465260551147,,16.927466312923674,3,Low,Yes,Middle,7.013262658532326,5,1,13,79.32332444604111,18.92396413661822,89.82768037877378,True
255,Student_255,Male,15,C,Commerce,59.80630034045987,94.82135193978634,9.485639333521286,1,Medium,No,High,6.150155474536605,26,0,19,62.63621258023322,10.098904151243042,91.46898691310378,True
256,Student_256,Female,15,C,Arts,70.15765927133748,75.32287185047036,19.181791295749807,0,Low,Yes,Low,10.408272178997152,38,0,8,62.4746306786486,18.43241733528205,78.09761585812599,True
257,Student_257,Female,17,C,Science,87.66911149186623,98.38057909470164,22.3213243405838,0,High,Yes,Low,6.552503739627868,15,0,16,72.08605015416195,22.04036179817174,97.49871591805898,False
258,Student_258,Female,17,B,Science,67.92330534381219,88.35215207492836,14.47542923791368,3,High,Yes,Middle,5.702329954796825,7,0,7,58.73294917824851,14.133619544420336,88.95423445065713,False
259,Student_259,Female,15,B,Arts,79.43819428146229,79.35990515393273,1.3747168602371946,3,High,No,High,7.0816409128152005,46,2,14,71.51578709011106,1.7976496575154437,78.28327689932833,False
260,Student_260,Male,17,D,Science,82.74634053429337,84.55384737873835,18.193688880778968,3,Low,Yes,High,6.728588430533324,10,0,18,79.71424239401284,16.049092896424956,86.6499075067983,True
261,Student_261,Female,16,B,Commerce,65.73069528421917,89.46661530017379,19.620431310401056,0,High,Yes,High,6.517730787375264,10,0,15,62.08170065821358,18.615798360716138,88.9425695504053,True
262,Student_262,Female,15,D,Arts,74.404746439382,85.6080431312993,19.425768529770185,0,Medium,Yes,High,9.81141413590898,24,0,10,67.06895772218111,20.9788632044773,92.08195818938408,True
263,Student_263,Female,15,A,Commerce,,89.31004793957095,24.414693150932926,2,Low,Yes,Middle,5.305378272993089,25,1,18,47.089622874253024,24.305843420494146,93.5666507089776,False
264,Student_264,Female,16,A,Commerce,,,10.573677922105707,3,High,No,High,7.056155603190558,6,1,18,65.4061002485976,9.29881554296552,73.72174526845684,True
265,Student_265,Male,16,B,Science,,86.35488659228862,21.081296632702696,2,Low,Yes,Low,5.405990462607233,30,0,7,70.68509390125789,19.868306570216127,86.92925500073842,False
266,Student_266,Male,16,A,Commerce,62.52216818035151,73.69028402476016,24.15504507486785,1,Low,Yes,Low,6.188462842905957,35,0,5,70.81709164959175,25.23631047806388,75.89574972072792,False
267,Student_267,Female,17,A,Arts,91.32411303931636,84.1101915092104,6.328474495960899,2,High,No,Middle,,30,0,8,66.45170886994518,5.551766597965725,82.73571352343075,False
268,Student_268,Female,15,C,Commerce,60.69858622039367,,,1,High,No,High,7.42216758358284,36,0,5,55.006445618165706,19.68426602414374,81.40616898016772,True
269,Student_269,Female,17,C,Commerce,70.59955513303017,,13.97492101395397,1,Low,No,High,7.404055892782576,14,0,6,63.33388840350666,13.034669532616755,82.39971290701268,False
270,Student_270,Male,16,D,Commerce,76.30740577286092,94.8887454016835,16.510863961390125,2,Low,Yes,High,5.590778157808218,27,0,7,74.12468129443104,14.815916622390144,94.6380577421049,False
271,Student_271,Male,17,A,Commerce,89.41273289066116,93.73048096475416,19.086058901230015,3,High,No,High,6.363067661924827,10,0,12,75.24088287094321,19.4527308389762,96.6741286169743,False
272,Student_272,Male,16,D,Commerce,60.6413784882056,89.87310496725742,14.076628615318686,1,Medium,No,Middle,9.734682282337754,27,0,14,54.42369936939471,13.930557106448484,82.641116882533,True
273,Student_273,Male,17,D,Science,86.63163752154959,76.26149788261937,12.945751525030328,3,Low,No,High,7.749043369655366,32,0,8,74.51256736856988,13.973438032653288,80.33426251044989,False
274,Student_274,Male,17,A,Arts,75.10233061019586,82.46873240244159,17.204914504928148,0,Low,Yes,Middle,,53,0,8,70.42014778336232,18.53110098647525,85.12825880866816,True
275,Student_275,Female,16,B,Science,65.18491348952048,94.70478159983348,10.476524366823185,1,Medium,Yes,High,7.660910885454909,34,0,17,57.14341444441071,9.939574033693088,91.44174851563967,True
276,Student_276,Male,17,A,Arts,79.6210347426327,86.13373530911923,10.485049226688886,0,High,Yes,High,7.401495794816814,18,0,14,76.55802601657562,11.008449967715558,86.8893763893978,False
277,Student_277,Male,15,C,Arts,76.9905969557347,100.0,21.07623969773902,2,High,No,Low,5.740840519222186,41,0,13,80.31683802719309,20.49302501954996,93.92114946589828,False
278,Student_278,Female,17,A,Arts,68.99783122841205,88.14654271515498,10.107235789048064,3,Medium,Yes,Middle,6.446787627216889,59,1,11,63.83725281867279,11.057706235155145,85.85627181658629,True
279,Student_279,Male,17,B,Arts,75.69802084990019,86.53639293192025,20.99787500545527,2,High,No,Low,10.3818041531618,36,0,6,68.52688941106145,21.347998197116233,89.82331094616748,False
280,Student_280,Male,15,D,Arts,71.14686403138239,82.52706828637999,19.775547757123707,1,High,No,Middle,7.588003875169962,53,1,7,67.88803756528333,18.839792981079547,82.48855981116454,True
281,Student_281,Male,16,D,Commerce,76.13517345251248,86.06832723825826,6.645159627256419,0,Low,No,High,4.646436983035686,38,0,8,59.61604686651933,5.583792790728648,85.86371832068761,True
282,Student_282,Female,15,C,Science,81.62130674521046,83.78024130895565,12.93461208598607,1,Low,Yes,High,7.765315222369616,45,0,8,68.72685279705567,13.337613973641822,83.91591988089533,True
283,Student_283,Male,17,C,Science,90.86016816145352,90.66486941350873,24.164656418284235,2,Low,No,Middle,8.954632409541919,48,0,14,63.47198314847655,25.90794299726311,90.4505804747962,False
284,Student_284,Female,16,C,Commerce,62.62184501173151,92.65361853435668,11.11300681316191,3,Medium,No,Low,5.643432729770909,55,1,12,67.02657112457422,12.464951129970949,95.61608768526284,True
285,Student_285,Female,17,D,Arts,96.33033374656269,78.71208431593641,14.213574426143676,3,High,Yes,Middle,6.31473655497478,26,0,14,64.4718011074189,12.799060320173815,76.85511547259281,True
286,Student_286,Male,17,C,Science,55.47912200477498,74.35013637153777,19.77236535951138,1,High,No,Middle,9.180656432437775,35,2,18,63.7713038705396,18.515600415477547,75.6081745925218,False
287,Student_287,Male,15,A,Commerce,,70.31035701517362,21.700343055695573,1,Low,No,High,7.052368703239345,11,0,14,60.02846962973136,20.66462648834594,66.87650402054383,False
288,Student_288,Male,15,D,Commerce,,,15.490766683733026,0,Low,No,Low,6.785682665813066,45,0,10,68.88308317120695,14.595922289356048,91.28722830010048,True
289,Student_289,Male,16,B,Science,,76.17306715060901,13.41493883185015,2,Medium,Yes,Middle,4.995912955182281,25,1,7,60.35959686067861,10.689948676571492,75.20895384505243,True
290,Student_290,Female,16,D,Science,68.77300480179406,67.77687525638014,25.534219170191044,1,High,No,Low,8.6058494627213,20,0,15,57.95415613135579,26.719283976385626,67.65391265784629,True
291,Student_291,Male,16,A,Arts,72.91877749642725,88.10862883624772,27.433397982785472,0,Medium,Yes,Low,6.7172964448740595,24,0,13,77.59911073910727,26.749573879727443,87.02211601967235,False
292,Student_292,Female,17,A,Arts,70.06999065341168,100.0,22.873148304690773,1,High,Yes,Middle,3.743525597264846,47,0,14,53.438868720165985,23.56625968853705,99.2930397984544,True
293,Student_293,Female,15,C,Science,69.10635243055789,84.95143270768085,17.511908855390143,3,Medium,No,Low,4.641043727850619,48,0,12,71.84126280823445,17.0382718430645,81.93725402474449,True
294,Student_294,Female,15,D,Arts,83.49602097021025,91.70792619561314,12.15040567015444,0,Low,No,High,6.157629077225954,51,0,13,73.88762210498105,12.115956819682763,92.69567638209114,False
295,Student_295,Female,15,D,Commerce,78.57015485965047,85.65463486838053,12.017333560660608,0,Medium,No,High,5.390736560256046,54,0,19,59.5392938913996,10.989554743044849,87.318627160487,False
296,Student_296,Female,16,D,Arts,68.07090404739346,84.20888277447087,,1,Medium,No,High,5.626057369450033,23,0,9,56.33560322753685,20.092698001647182,80.21696231293281,True
297,Student_297,Male,15,B,Arts,83.9959987543325,92.35261186390215,19.510389325332103,2,Low,Yes,High,10.517004842955146,52,0,7,84.50241547825664,18.203520607610336,90.56341214596272,False
298,Student_298,Female,15,C,Commerce,78.07299520876609,82.67780364649079,25.409591557678574,3,High,Yes,Low,8.061284520499155,36,1,8,62.77596229023825,25.378332228521717,82.76784517434066,True
299,Student_299,Female,15,A,Arts,83.1286211883896,87.13913851257523,20.902700555216835,2,High,No,High,3.1339824655084856,19,0,18,64.389813940137,23.08853516781577,85.34319409797722,True
300,Student_300,Male,16,A,Commerce,81.29628841923612,87.57358244956811,7.981518189441092,0,Low,Yes,Middle,6.528517133169246,9,0,17,75.90906710774745,8.762425266682598,86.90511760700794,False
301,Student_301,Male,15,C,Arts,66.71004989077927,79.6552763708556,23.311685706337514,2,Medium,No,High,6.8657598889691975,15,0,16,64.11453869377226,23.74826355787706,84.50358159232565,True
302,Student_302,Female,16,A,Science,69.3981895980303,92.93633879629218,11.011636236113524,0,Medium,No,Middle,4.784599099095049,19,0,9,58.685807437638914,9.032025009062531,89.8818504399149,True
303,Student_303,Female,15,A,Arts,82.47293605123262,,14.69617236828589,2,Medium,No,Middle,7.801579458303914,33,0,13,70.66386142333454,15.54705697137289,76.66376093762184,False
304,Student_304,Male,15,C,Science,81.10370265433465,78.95403872405724,18.50120123751017,1,High,No,High,3.9379160122901222,54,0,13,61.27091074822473,19.497881314049796,77.1578192871383,True
305,Student_305,Female,15,A,Science,74.79098406035853,89.29207874856323,28.974004938703786,2,Medium,Yes,High,8.645420436655556,49,0,18,77.13325573223592,29.376403503002088,88.30759969362416,False
306,Student_306,Male,16,D,Science,76.17327383308782,77.8122561456717,35.0,0,High,Yes,Low,9.162294972584329,8,0,7,75.32922503192079,35.3214237376072,76.34228629902785,True
307,Student_307,Male,16,B,Science,87.77664895788425,85.22544925895302,,3,Medium,No,Middle,10.528877618435503,53,1,11,77.04206721993408,20.43006656440081,86.03188285049914,False
308,Student_308,Female,15,C,Science,69.0842861116417,84.92704802684638,15.900820287677671,3,Low,No,High,,40,0,10,65.5512184195159,16.874924061411367,81.84280274731687,False
309,Student_309,Male,17,B,Commerce,80.47097381170038,93.68716452665262,20.207033890883302,3,Low,Yes,Low,4.943653962249796,52,0,19,83.83076585366057,22.30254972336309,90.16132417686386,False
310,Student_310,Female,16,A,Commerce,72.97807347566106,88.79758586303963,22.325932555243018,0,High,Yes,High,8.039008051379096,27,0,8,67.59146013581449,22.821724814601136,86.77412433989731,False
311,Student_311,Female,16,A,Commerce,72.82318796772779,84.79978433003885,15.07599424665685,2,High,Yes,High,8.774020082598966,19,0,9,57.184546316971705,13.61841847774146,82.83823812060137,False
312,Student_312,Female,15,D,Science,85.9877685198719,91.54213039360228,27.77126813547393,3,Low,No,High,8.213428992037858,50,0,18,78.93235743852142,26.428442419245098,97.90465323744964,False
313,Student_313,Male,17,C,Arts,83.2541634898803,96.12166039213852,18.380424555148412,3,Low,Yes,Middle,8.61957551079139,48,0,19,87.69897059560262,19.46978436505486,100.77900303592344,True
314,Student_314,Female,15,A,Commerce,83.13509636000639,89.4624824508149,19.986458534548365,3,Medium,No,High,9.065241042947552,7,1,14,65.8076479164493,18.54107142701729,84.4539016029306,True
315,Student_315,Male,16,C,Arts,88.05478807154329,85.08282095874705,20.995545512326768,1,Low,No,Low,7.3033755932938496,36,1,6,71.4018414423502,21.297127993292623,79.29339422007385,False
316,Student_316,Female,16,C,Arts,75.21003841632759,74.50531014119872,19.529519663686735,0,High,Yes,High,6.681175129869112,14,0,15,66.56941543092019,19.011205551560497,74.24805129833732,True
317,Student_317,Female,15,C,Science,81.81952971294965,,-3.0,0,Low,No,High,4.947734188111895,44,0,11,67.90983914712017,20.425289072784715,82.2138757314101,False
318,Student_318,Male,15,C,Science,71.89733243406543,82.55820236516266,13.29648088071846,0,High,Yes,Low,6.552841892176302,42,0,18,56.99044983027265,14.544885263579772,84.55647159064212,False
319,Student_319,Female,17,C,Science,78.24166352488442,80.12390238272573,13.650189476323815,0,High,No,Low,6.782667396503656,26,1,8,73.18011643802275,14.71034505691666,80.02524528511735,True
320,Student_320,Female,17,B,Commerce,73.69856945632316,83.50422957611643,10.399074602169833,0,Medium,No,Middle,5.575473140013617,18,0,6,79.06063321454266,8.365600647267803,82.13600675798153,False
321,Student_321,Male,16,D,Science,75.96995964992718,85.45319939917685,19.637007383721357,1,Medium,No,Middle,6.942663698264404,21,0,15,68.82319560511631,20.3591725771891,88.68468682849927,True
322,Student_322,Male,17,C,Commerce,80.95157025436913,89.23754203485385,21.673619021072685,2,Medium,No,Middle,5.406431549380776,25,0,10,65.70532765857125,22.176509013496744,89.77151017366376,False
323,Student_323,Male,17,B,Commerce,66.81779316766527,84.43600977552727,19.746637196911315,1,Medium,No,Middle,8.669998504520755,55,0,15,52.620783543025496,21.002823000449084,89.63128492506831,False
324,Student_324,Female,16,A,Commerce,95.9238727568546,88.89201315060961,27.046954600085225,3,Low,No,Low,7.63873670376874,52,0,16,81.7157751215649,27.297127508068684,83.82889856333217,True
325,Student_325,Male,16,C,Commerce,64.93982618500299,85.51579531848097,16.96642388702572,1,Medium,Yes,High,6.310594466742529,19,1,6,68.6931391970066,19.106678099659195,86.78673268408053,False
326,Student_326,Male,16,A,Science,62.85811387212268,69.19626746916903,21.012449933555075,0,Low,Yes,High,7.283260911739128,19,0,14,59.479017515743045,20.822458611258913,67.50637446653138,False
327,Student_327,Female,16,C,Commerce,86.58110873500068,77.48531684944996,10.449794743164114,1,Medium,No,High,5.342365356462775,5,0,6,68.6104834049956,10.041653146937865,78.72814250199076,False
328,Student_328,Male,15,B,Science,82.91662693962935,83.84729955422708,14.677401785153592,0,Medium,Yes,Middle,5.494460855321105,28,0,11,65.71771795648301,13.215215468756831,84.59986830901627,True
329,Student_329,Female,16,B,Science,81.24119817052156,75.32244205727113,21.173226545394662,1,High,No,Low,6.049218042584166,59,0,5,60.35291339885347,19.77231368426765,76.8514406842712,True
330,Student_330,Female,16,B,Commerce,81.2834550926428,89.79942983996963,22.094612664458865,0,Low,Yes,Low,6.712107894386349,59,1,11,77.4263626523158,20.55788516593571,92.7321762802982,True
331,Student_331,Male,16,D,Science,,97.24600665874958,15.236198314014906,3,High,Yes,Low,,16,0,14,75.59932333519959,15.563797782131063,101.41538439803506,True
332,Student_332,Female,17,A,Arts,66.02745628514168,94.75009481357851,16.570404488851597,0,Medium,No,High,7.217734550344009,14,0,9,54.70559387092496,16.166755510836897,100.60526432478936,True
333,Student_333,Male,16,D,Science,75.75804558193727,83.29245703255833,,1,Low,Yes,Middle,5.02183350025405,50,2,5,74.77926476289359,8.388797359900426,83.33983993573045,False
334,Student_334,Male,15,C,Science,68.22838288487888,96.92580909479962,14.857824795160344,3,Medium,No,Low,6.878906675661763,46,0,10,69.8949620657224,13.043951663467938,95.29875917396868,True
335,Student_335,Male,15,A,Commerce,84.7511973341775,86.1893396576169,22.342298981118716,1,High,Yes,Middle,5.772917019127668,46,0,11,81.79822555404522,21.058760680858125,82.51187435157173,True
336,Student_336,Male,16,B,Commerce,73.52942618497862,82.30331223105568,20.4512300966394,3,Low,No,Low,1.886549893824049,56,1,5,56.82212241598064,19.142415031476133,83.60797125214644,False
337,Student_337,Female,15,A,Science,66.74502803207488,80.09277869167248,20.00399432828726,2,High,Yes,Middle,11.613378297284424,35,0,13,52.52328947899629,23.257900430975784,82.59753073395274,False
338,Student_338,Female,17,B,Commerce,71.78614158347007,82.58024250809497,17.29864212308576,2,Medium,No,Low,5.802023911070632,15,0,19,63.15857145529325,17.050120129718707,78.53489926100164,True
339,Student_339,Male,16,D,Arts,79.12931454275625,,17.04237895176906,2,Medium,Yes,Middle,5.885271768782792,58,0,11,70.80960747205175,16.94282946911248,85.32858040441639,False
340,Student_340,Male,15,D,Arts,69.36275447196026,86.3633297790039,13.038073163159318,1,Medium,No,Low,4.980345816459112,20,0,5,74.87433615133843,12.921893652259907,86.05927884785247,False
341,Student_341,Female,15,B,Commerce,66.77779604433569,86.28459184839892,21.19297052121521,1,Low,Yes,Low,5.413760567954239,13,1,7,68.10238262072892,23.52221450151347,82.51714149567194,False
342,Student_342,Male,16,B,Science,77.43687211491913,85.02436816122731,-3.0,3,High,No,Middle,6.716991527628825,51,1,9,66.55348573981682,17.105828563712144,82.47950657774336,True
343,Student_343,Female,15,C,Arts,77.44966571108722,88.4955053579708,19.952113087956796,3,High,Yes,Middle,9.027719986180042,18,2,8,62.59250723069791,19.8622638014854,85.66577707003947,False
344,Student_344,Male,16,D,Arts,,94.52517019829074,13.843790943994517,3,Medium,No,High,6.70847699267848,23,1,6,74.08659709410495,11.409719868475747,91.74880445399356,False
345,Student_345,Female,15,D,Science,70.28961694381677,92.59643308353058,4.079942480772534,3,High,Yes,Middle,6.514656536147988,35,0,19,57.469141625742424,0.5102210571269907,94.3061372728585,True
346,Student_346,Female,17,C,Commerce,77.32049937357637,73.12081625240077,23.582916270522176,0,Low,No,Low,8.800410965532082,13,0,5,75.89812342263293,22.48155634898471,75.71229943846642,False
347,Student_347,Female,15,D,Arts,60.51915658502676,64.56863092078436,14.126975263949577,2,Medium,No,Low,6.213405204197375,40,2,8,50.60706239909629,14.74522103370483,69.66606766535396,False
348,Student_348,Male,15,B,Science,60.92536225623445,92.4745592899142,11.823345415741276,0,Medium,No,Middle,7.031724093363499,57,0,11,70.90850147025577,10.62667432662999,90.37989259289871,True
349,Student_349,Male,16,A,Science,67.81555778747564,74.06497041267663,21.16087347148396,0,Medium,No,High,5.617644902180528,43,0,15,64.77249809722291,21.754521198771645,75.09383921504255,True
350,Student_350,Male,15,A,Arts,72.86552848288153,83.20187678485853,14.64792416048522,0,Low,Yes,Middle,9.527700251428854,58,1,8,63.43244142761939,14.807638617242462,81.26079938396256,True
351,Student_351,Male,16,D,Commerce,78.10907565598005,75.63909579152512,23.35961830427973,0,Medium,Yes,Low,8.572765360053769,30,0,13,63.04211380943369,23.15101990657592,75.69946750051224,False
352,Student_352,Male,17,C,Arts,89.75356216949552,70.58415649935984,20.702035697460182,2,Medium,Yes,Low,6.7705189456999495,12,0,18,67.97653397129824,22.599481037117673,66.14301533738286,True
353,Student_353,Female,16,B,Science,83.5765962320202,89.3317018256383,21.101415939202862,0,Medium,No,High,6.400835077193911,28,0,12,75.59215035198122,20.207361114431567,85.96211040461897,True
354,Student_354,Female,16,A,Arts,73.40061470036574,91.07324128242118,8.804265732796795,3,Medium,No,Middle,6.952240815044892,12,0,12,66.28465010688373,9.37524886483721,93.48242274839752,False
355,Student_355,Female,15,B,Commerce,74.80983792097311,80.38791679418624,24.2716639123184,1,High,No,Low,6.792426132083799,23,0,9,62.515852628759525,21.56703376970072,75.93751893786899,False
356,Student_356,Female,17,D,Science,64.97470635362191,64.27166166284073,,3,Medium,No,Low,4.67977050201599,51,0,16,54.40574814607919,18.715672343729725,66.1161545658738,False
357,Student_357,Female,16,D,Commerce,74.8148686400761,80.63004441398014,14.784337164522782,1,Low,No,Low,8.624001177138062,52,1,19,65.06406577031112,14.398513109255738,78.60159725782499,False
358,Student_358,Female,15,A,Arts,72.11341361079862,88.13443204322037,17.860330804053508,3,Medium,Yes,Middle,,34,1,5,52.23233096547984,16.086961201070906,82.35782288910073,False
359,Student_359,Female,15,D,Arts,78.22718560338089,73.16870744980697,6.34258860261008,3,Medium,Yes,Middle,9.847510564069218,26,0,19,65.31081550328109,6.940336770702689,65.55299943151256,True
360,Student_360,Male,16,C,Commerce,66.72769056447677,86.46687935823324,19.451916868884027,1,High,Yes,High,7.6327235661438735,59,0,13,56.82610450282592,18.343490333031216,90.85726339789328,True
361,Student_361,Female,15,D,Arts,80.19346514241172,84.87752120661604,10.823770950907573,2,Medium,No,Low,3.218370024805461,13,1,6,60.228082502534846,13.42204781667392,79.16127180256841,True
362,Student_362,Male,16,D,Commerce,90.32738913002578,89.63433199680871,8.883978284938793,0,High,No,Low,5.077564825226424,48,0,10,62.863051564823635,5.233253526921404,89.44121414876653,False
363,Student_363,Female,16,D,Arts,73.91239851543142,85.95664294731323,7.865844882692652,3,Low,No,High,3.780917339922609,52,0,14,52.65605988230691,8.238232695335178,87.01849533044417,True
364,Student_364,Female,16,B,Commerce,79.01711722098942,77.21544847294756,23.67613024993955,2,High,No,Low,5.058927918521652,8,0,18,58.598010432137,23.740176161627215,73.27584178580815,False
365,Student_365,Male,17,B,Commerce,81.90143991711112,94.57257201331592,13.224419637843267,0,Medium,No,High,4.54959748871593,41,0,9,67.35873926552081,12.80312400448082,92.91199590825526,False
366,Student_366,Female,16,A,Science,70.98779528114164,83.73176341578424,,2,Low,No,High,7.37885123557276,12,1,14,78.55008431112859,25.408512708714476,85.16823514580769,True
367,Student_367,Male,15,A,Science,77.24092481810416,84.78156368392054,13.785191221686214,2,Medium,No,Low,6.525871987590587,5,0,17,63.39375186524666,13.888133521585347,85.66151223838196,True
368,Student_368,Female,17,A,Commerce,75.12592400781794,77.53385632741443,6.7558522544423205,0,High,Yes,Middle,8.110809877043334,32,0,19,63.32966504376397,8.349139215883108,76.15212962799166,False
369,Student_369,Male,15,D,Arts,75.97676098548831,81.45374199046792,10.300853360308045,3,Low,Yes,Middle,6.942850625989058,10,1,12,67.08780277423728,7.792575096693847,82.16445587949389,False
370,Student_370,Female,17,B,Arts,67.26990216144533,77.9215782877848,24.414869720041633,2,Low,No,Middle,6.639536397782748,51,0,15,62.74632222146944,23.205889374826356,77.61487429522806,True
371,Student_371,Male,17,C,Arts,75.24510174258943,83.61643152061262,16.064610932379995,3,High,No,Middle,10.004810423904017,40,0,7,65.41702001923554,14.489135230896784,80.70518178192503,True
372,Student_372,Male,17,D,Commerce,79.9799829124545,98.69366784113876,13.710276221056397,3,High,No,Low,7.334233950787754,57,0,10,64.57073758938508,12.064337816472356,102.29513921145994,False
373,Student_373,Female,17,D,Commerce,89.51143607795042,74.02479085654915,,3,Low,Yes,High,6.879232723746139,15,0,10,79.98620623077818,18.474232863269865,74.64705261143345,False
374,Student_374,Female,15,D,Commerce,84.59270826085206,72.09150881698608,20.01069641700527,0,Low,Yes,High,5.719838619897935,9,1,14,79.67272424256916,20.894702344106044,66.56541528526887,False
375,Student_375,Male,16,C,Commerce,96.53182457511556,96.76936261994886,23.704392895414763,1,High,No,Low,5.236129726495559,54,0,7,71.10031814082794,25.30204719851282,98.33438656746412,False
376,Student_376,Female,15,A,Science,67.3265243711195,83.32541058278507,25.69099537935756,3,Medium,Yes,Middle,8.155751527588151,28,0,16,57.142898595505315,26.598642128301936,81.47886303280417,True
377,Student_377,Male,16,C,Commerce,83.72320636720679,79.64741809072066,14.841388125265484,1,Low,Yes,High,8.066043996752288,51,0,16,66.90533901042214,15.870601011628136,78.77910951877638,True
378,Student_378,Female,15,A,Arts,76.83342005738352,93.3192374991686,,1,High,Yes,Low,9.3573681084235,22,0,19,61.95172838822765,6.926001552395786,93.34382200175882,False
379,Student_379,Male,17,C,Science,96.89802933217672,80.15507568210509,14.519209033260344,2,Medium,No,Low,7.718367389954223,24,0,16,78.68815527483508,16.744553895699283,77.7762331731468,False
380,Student_380,Female,17,B,Arts,66.91701714644849,99.60807770837548,18.56168303949732,3,Low,Yes,Middle,6.410345743840681,32,0,11,62.31949917799336,18.24704674336555,105.01719129705856,True
381,Student_381,Male,16,D,Commerce,66.60278157819224,90.42340697071415,11.217446442736335,3,Low,Yes,Low,7.766515418155476,17,0,15,76.74476660960055,12.76694056138092,85.94345379490889,False
382,Student_382,Female,16,D,Science,69.00607354555977,81.09670873483438,11.257094510629742,3,High,No,High,6.879549096694089,9,0,8,68.82203415858952,9.19284398600284,81.2667711667297,False
383,Student_383,Male,15,D,Commerce,53.76104275690193,100.0,19.06272728929931,1,Medium,No,High,8.298077701110655,34,0,9,62.07479803542022,18.700597536021977,101.14405474346476,False
384,Student_384,Male,16,A,Science,69.74244978319238,80.15428061597329,16.708085890577294,0,Low,Yes,Low,9.001497740278065,5,0,13,68.9345369660819,18.1226097534289,80.2779189410573,False
385,Student_385,Female,15,C,Arts,67.40867338446301,90.93676297607446,17.19678197246952,1,Medium,No,High,6.747165480424319,26,0,10,71.61307473787025,17.238668636488732,90.36380555064056,False
386,Student_386,Female,16,B,Commerce,,87.39434064325194,12.449027991799582,3,Medium,Yes,Low,9.635964459722109,22,0,14,63.29441805133795,11.31807316386397,86.26330079429157,False
387,Student_387,Male,16,C,Commerce,78.4175597577716,95.41393031519038,15.617595714765397,3,Low,Yes,High,8.78252090143228,50,0,19,65.65106602687322,17.582315717553584,93.00439047779648,True
388,Student_388,Male,16,D,Science,93.76170839215888,97.49208957381482,11.454601134390174,3,Medium,No,Middle,7.026526509146606,9,0,17,78.92733120440461,9.697479546249191,95.02935009929632,False
389,Student_389,Male,17,B,Science,84.5042383818605,85.25603319252613,22.34119046674872,1,Low,No,High,8.006114912586908,35,0,8,77.89780205127447,22.310550353378204,88.73166354632947,True
390,Student_390,Male,17,B,Commerce,69.23096344337597,78.97265703723053,23.211496008342515,3,Medium,Yes,Middle,7.458245330470276,10,1,12,63.85347062577286,24.17175207466648,77.64741686673976,True
391,Student_391,Female,15,D,Science,66.01585328651642,88.67977714351294,5.922872826571437,2,Low,No,Middle,7.03299098920644,31,0,13,50.545957217384895,9.066408321511986,95.07633414393209,True
392,Student_392,Male,16,C,Commerce,79.91919171506505,79.57827704198316,11.42293483884554,3,High,No,Low,9.869717584709516,29,0,14,60.8993070522161,10.73540144972698,81.58509799837046,False
393,Student_393,Male,15,D,Science,61.797667929793576,100.0,8.020824469459527,0,Low,Yes,Middle,7.776406691486037,33,0,9,62.02217524542524,7.606147588969772,91.99711085618073,False
394,Student_394,Male,16,C,Arts,93.31458765854352,86.0922826486619,13.09985639355861,2,Low,Yes,High,5.738547459053411,32,1,6,74.61312347446415,12.4328196935329,88.74205969734459,False
395,Student_395,Female,17,B,Science,86.79440120721287,82.07742758950313,16.499372181257836,3,Low,Yes,High,5.458045484607087,20,0,19,84.1418274658427,16.857077419629658,81.91794817233539,True
396,Student_396,Male,17,B,Arts,70.30824347895295,86.47744244691927,8.302128681808819,2,Medium,Yes,Middle,5.519354619321659,58,0,19,53.74885858432054,9.184021083805616,82.3075872047678,True
397,Student_397,Female,16,D,Science,57.868654709091224,74.22298968376242,11.468841121248122,3,High,Yes,Low,7.73425675137726,57,0,10,56.781322555857145,13.1088111892506,78.13575528324031,False
398,Student_398,Female,16,B,Science,88.53872374165412,77.22708769191479,10.97625576751101,0,Medium,Yes,Middle,6.487729491521414,16,0,15,79.31197453603758,12.110327431482224,75.91933689155421,False
399,Student_399,Female,17,A,Commerce,73.85460154747382,94.6033112635554,18.243603976393665,3,Medium,No,High,7.499940574919166,24,0,19,83.72143829333044,17.497542751918232,93.04051418271004,True
400,Student_400,Female,17,B,Science,87.37816311973462,79.74484576822883,17.416066022217503,2,Low,No,High,8.40459442744206,22,0,16,68.4671652440837,18.63612255616164,80.87041581905571,True
401,Student_401,Female,15,A,Science,,76.62471213854448,12.66957467997648,0,Medium,Yes,Middle,10.043070295648434,38,0,12,58.24348172626811,12.806893146043574,80.05320315721319,True
402,Student_402,Female,17,B,Arts,69.00624977046228,89.2932220202183,18.06092523283639,1,Low,No,Middle,6.522290149467464,59,0,17,68.6067188596551,19.178803576063697,89.63346761481277,False
